ID,Title,Full title,Title in Latin characters,Text is presented as original,Information to contradict original text,References for declaring as original text,Notes on declaring as original text,Text expanded in translations,Text expanded in new edition,Text is presented as translation,Information to contradict translation,References for declaring as translation,Name of original text,Author of original text,Notes on declaring as translation,Text is presented as new edition,Information to contradict new edition,References for declaring as new edition,Name of old text,Author of old text,Notes on declaring as new edition,Are there sources mentioned in the book itself,List of sources mentioned in the book,References for sources mentioned in the book,Are there sources not mentioned in the book,List of sources not mentioned in the book,References for sources not mentioned in the book,Quotes from Jewish sources,Quotes from non-Jewish sources,Motto,Notes on type of book,Type of translation,Type of original text,Title of the original text as it appeared originally,Title of the original text as it appears elsewhere,References for title of the original text as it appears elsewhere,Bibliographical citations for translation,Original language of text,Year of publication of original text,Original publisher,Place of publication of original text,Name of author of the original text as it appeared originally,Name of author of the original text as it appears elsewhere,References for name of author of the original text as it appears elsewhere,Other names for the author,Notes on translation,"Type of new edition, as specified in the text",References for new edition as specified in text,Notes on new edition as specified in text,"Type of new edition, as specified elsewhere",References for new edition as specified elsewhere,Notes on new edition as specified elsewhere,Name of the old text as it appears in the book,Name of the old text's author as it appears in the book,Additional names for the old text's author as it appears in the book,Name of the old text's author as it appears in other sources,Notes on new edition,Number of volumes published,Number of examined volume,Names of other published volumes,Names of planned volumes that were not published,Part of a series of books,Name of series,Printed originally with other books,Names of other books,Notes on volumes,Name of publisher,Year of publication as it appears in the book,Hebrew year of publication as it appears in the book,Gregorian year of publication as it appears in the book,Place of publication as it appears in the book,Format of publication date,Price of book as it appears in the book,Year of publication as it appears in other sources,Hebrew year of publication as it appears in other sources,Gregorian year of publication as it appears in other sources,Place of publication as it appears in other sources,References for publication information,Notes on publication,Total number of editions,Last known edition,References for editions,Notes on editions,Number of languages,Language in book,Appearance of words in other language,Alignment of text,Typography,Language of footnotes,Location of footnotes,Fonts,Is there a preface,Notes on preface,Is there an epilogue,Notes on afterword,Is there a table of contents,Notes on index,Number of pages,"Height of book, in cm","Width of book, in cm",Are there illustrations/diagrams,Notes on illustrations/diagrams,Pages in which illustrations/diagrams appear,Illustration/diagram for book,Notes on book structure,Are there personal addresses,Notes on personal addresses,Are there rabbinical approbations,Notes on approbations,Are there recommendations,Notes on recommendations,Are there dedications,Notes on dedications,Are there thanks,Notes on thanks,Is there an appeal to sell subscriptions,Notes on appeal to sell subscriptions,Is there a list of subscribers,Notes on list of subscribers,Is there a list of printers,Notes on list of printers,Is there a list of proofreaders,Notes on list of proofreaders,Is there a list of funders,Notes on list of funders,Is there a list of sellers,Notes on list of sellers,Notes on book mentions,Main models,Secondary models,Notes on textual models,Topic,Notes on topics,Target audience as described in the book,Notes on target audience,Evidence about book production,Contacts with other people,Contacts with official agents,Contemporary references to the book,Contemporary disputes about the book,Censorship,Bans,Later references to the book,Original sources which mention the book,Mentions in reviews,References for preservation in the public consciousness,Partial publication of the book in other texts,General notes on target audience,National Library of Hebrew University catalog number,Library of Bar Ilan University catalog number,Library of Tel Aviv University catalog number,National Library of Berlin catalog number,Frankfurt University Library catalog number,Widener Library of Harvard catalog number,New York Public Library catalog number,British Museum catalog number,Catalog number at other libraries,Book is not available,Notes on book availability,Link to digital book,Notes on catalog numbers,Secondary sources used by researchers,Copy of book used,Studies about the book,Notes on references
book097,"Sammlung der Schriften an die Nationalversammlung, die Juden und ihre bürgerliche Verbesserung betreffend","Sammlung der Schriften an die Nationalversammlung, die Juden und ihre bürgerliche Verbesserung betreffend. Aus dem Französischen",,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,"Grégoire, Henri, גרגואר, אנרי: Essai sur la régénération ... des Juifs.",,,"translation of contemporary text, or of adjacent period",other,,"Bittschrift der Juden zu Lüneville und Sarguemines, an die Nationalversammlung",Übersetzung,,French,1789,Juden zu Lüneville und Sarguemines,Luneville,,,,,,,,,,,,,,,,,,,,,,,,,,Petit und Schöne,1789,תקנ,1789,Berlin,modern,,,,,,,,1,,,,monolingual,French,,left,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,FALSE,"Kein Inhaltsverzeichnis im Buch.


I. Bittschrift der Juden zu Lüneville und Sarguemines, an die Nationalversammlung

II. Schreiben der Deputirten der portugisischen Judenschaft zu Bourdeaux an den Herrn Gregor, Pfarrer zu Embermenil und Deputirter von Nancy.

III. Addreße der Juden zu Paris an die Nationalversammlung

IV. Addresse, die der Nationalversammlung von den vereinigten Deputirten der Judenschaft zu Metz, den dreien Bisthümern zu Elsaß und Lothringen am 31. August 1789 überreicht worden ist.

V. Besondere Bittschrift der Deputirten der Metzer Judenschaft an die Nationalversammlung

VI. Memoire für die Judengemeinde zu Metz ins besondere. Verfaßt von Isaac Ber-Bing, Mitglied dieser Gemeinde.

VII. Zusatz zu der Adresse, die der Nationalversammlung von den Juden zu Lüneville und Sarguemines überreicht worden.

VIII. Vortrag des Herrn Grafen Stanilaus von Clermont-Tonnere, über die Verfolgung welche die Juden im Elsaß bedroht.

IX. Vorstellung zum Besten der Juden von Herrn Gregor, Pfarrer zu Embermenil, Deputirter von Nancy; nebst vorangeschickten historischen Nachrichten, sowohl von den Verfolgungen, die sie in verschiedenen Oetrern und vorzüglich im Elsassischen ausgestanden, als von ihrer Vorlassung bei der Nationalversammlung.",134,,,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Manifesto,,,,,general - unspecified,,,,,,,,,,,,,,,,,,,urn:nbn:de:hebis:30-180010667005,,,,,,,http://sammlungen.ub.uni-frankfurt.de/urn/urn:nbn:de:hebis:30-180010667005,,,"SUB Göttingen: 8 POL IV, 9779","Adresses, mémoires et pétitions des juifs. 1789-1794, Paris 1995.",
book098,Schreiben eines deutschen Juden an den amerikanischen Präsidenten O.,Schreiben eines deutschen Juden an den amerikanischen Präsidenten O.,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,"Dohm, Christian Wilhelm von, כריסטיאן וילהלם פון דוהם: Über die bürgerliche Verbesserung der Juden.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787,תקמח,1787,Leipzig,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,,,Gothic,TRUE,,FALSE,,FALSE,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,general - unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karp, Abraham J.: From the ends of the earth: Judaic treasures of the Library of Congress, New York 1991.; Göckingk, L.F.G.v.: Schreiben an den amerikanischen Präsidenten, in: Deutsches Museum, 1783, vol. I, p. 558-566.","ULB Düsseldorf: JüdG.341 [Kopie], Original in: Library of Congress: E184.J5 S37",,
book099,Seconde lettre circulaire en defense des Juifs Portugais,Seconde lettre circulaire en defense des Juifs Portugais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1767,,,Paris,,,,,,,,,,,,,,,,,,,,,10 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"נטלי:

Hertzberg 1968

BNF Paris: 31080272

ספר נוסף של אותו מחבר, שהתפרסם לפני תקופתנו:

Mémoire que M. J.-R. Pereire a lu dans la séance de l'Académie Royale des Sciences du 11 juin 1749, et dans lequel en présentant à cette compagnie un jeune sourd et muet de naissance, il expose avec quel succès il lui a appris à parler..., 1748, 8 S.

BNF Paris: 31080270"
book100,Sendschreiben an Seine Hochwürden Herrn Oberconsistorialrath und Probst Teller,"Sendschreiben an Seine Hochwürden Herrn Oberconsistorialrath und Probst Teller: zu Berlin, von einigen Hausvätern jüdischer Religion",,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August Mylius,1799,,,Berlin,modern,,,,,,,,,,עוד ב-1799 נדפסו שתי מהדורות ללא שינויים,,monolingual,German,,left,consecutive,,,Gothic,FALSE,,FALSE,,FALSE,,86,19.3,11.7,FALSE,,,,,TRUE,Probst Teller,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,FALSE,,FALSE,,,Dialogue,Polemics,,Halachah,,general - unspecified,,,הטקסט אושר ע''י טלר לפני הדפוס,,,,"כפי שמוזכר בספר, הטקסט צונזר לפני הדפוס",,,,,,,,S 40 B671,,,,urn:nbn:de:hebis:30-180011987001,,,,,,,http://judaica-frankfurt.de/urn/urn:nbn:de:hebis:30-180011987001,,,SL: JNUL: S 40 B671,,AK: Universitätsbibliothek Greifswald: 524/Nstr. 1625
book101,Sendschreiben an meine Brüder die Israeliten in Westfalen die Errichtung eines jüdischen Consistoriums betreffend,Sendschreiben an meine Brüder die Israeliten in Westfalen die Errichtung eines jüdischen Consistoriums betreffend,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vieweg,1808,,,Braunschweig,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,28 S.,19,12,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Informative text,"Epistolary literature, Epistolary literature (fictional)",הטקסט כתוב בצורת מכתב.,"Education,Emancipation,Religious beliefs,Religious reform,Religious rites,Superstitions","פונה אל אחיו היהודים, לרגל צו מלכותי להקים קונסיסטוריה יהודית בווסטפלן.

מבקש להבהיר את מהות הדבר, כדי להסיר דאגות מלבבותיהם. להסביר מה זה קונסיסטוריה.

מדבר על הקשר בין הקמת מוסד זה לבין תיקונים/שינויים בדת.

תומך במאבק נגד דעות קדומות בדת, נגד ""תוספות""/המצאות daß sie eine Erfindung des Eigennutzes, des Priesterbetrugs, des bloßen Zufalls, des blinden Vorurtheils sind...

חשוב להסיר דברים שאינם מאפשרים לקיים חובות אזרחיות.

מבקר מצד אחד Aberglaube und dummheit, אך מצד שני מבקר לא פחות Unglauben und Spötterei. מדגיש חשיבות של הכרת תולדות העם היהודי, הדת היהודית וכו'.

Und worin liegt in allen diesen, in der Verachtung der Religion, in den moralisch fehlerhaften Sitten der Grund? Gewiß in einer zwecklosen Erziehung, da unsre Genossen auf die Bildung des Herzens und Verstandes ihrer Kinder nicht achten; da sie einzig und allein für die mechanische Beobachtung der Zeremonialgesetze mit der ängstlichsten Sorgfalt wachen, ohne ihnen die eigentliche Bedeutung, den wahren Sinn und den Zweck dieser Zeremonien zu erklären;  etc. etc…

Was Wunder daher, wenn unsre weibliche Jugend, die in Ansehung der Religion ganz vernachlässiget wird, statt an heiligen Ruh- und Festtagen sich in Gotteswort zu erbauen, der Sucht der Romane und andrer Sitten verderbender Bücher ohne die geringste Auswahl ergeben, und Alles mit heißer Begierde verschlingen, was nur ihre Sinnlichkeit reizen und ihre Einbildungskraft nähren kann. (p. 25)",general Jewish,"פותח במילים: Theure Mitbrüder!

פונה אל אחיו היהודים, לרגל צו מלכותי להקים קונסיסטוריה יהודית בווסטפלן.",,,,,,,,,,,,,,S 57 B 1927,,,,,,,,,,,,,,עותק בספריה הלאומית,,"AK: UB Braunschweig, 2300-7556. Kopie bestellt und erhalten.

נטלי: רקע על נסיבות החיבור: 

Jacob R. Marcus, Israel Jacobson..., around p. 62 (see also notes there).

כפי שמצוין בהערה22 שם, החיבור הופיע בתרגום עברי ב""המאסף"", 1809, ע' 9."
book102,Statuten der neuen Beerdigungs-Anstalt der Jüdischen Nation in Hamburg,Statuten der neuen Beerdigungs-Anstalt der Jüdischen Nation in Hamburg,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gottlieb Friedrich Schniedes,1805,,1805,Berlin,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,,,Gothic,TRUE,,FALSE,,FALSE,"§1 Veranlassung und Zweck der Gesellschaft

§2 Anzahl  und Eigenschaft der Mitglieder

§3 Personen im Golde der Gesellschaf

§4 Direction und Ausschuß

§5 Functionen und Pflichten der Direction und des Ausschusses im allgemeinen

§6 Specielle Functionen und Pflichten der Directions-Mitglieder

§7 Functionen und Pflichten der beyden Aerzte

§8 Pflichten der einzelnen Mitglieder

§9 Von den Beyträgen

§10 Von der Verwaltung des Cassen-Bestandes

§11 Von den Mitteln, die Dauer der Gesellschaft zu sichern",18,15,15,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Manifesto,,,,,general Jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UB Rostock: CIc-368.3,,"Revidirte Statuten der neuen Beerdigungs-Anstalt der Israeliten in Hamburg, Hamburg (J. J. Halberstadt) 1846: ""Mit den Vorworten zu den Statuten von 1805 u. 1825"". Zweck der Gesellschaft ist es, ""keinen Todten aus ihrer Mitte früher, als nach Ablauf von wenigstens drei mal vier und zwanzig Stunden nach erfolgtem Ableben, ... beerdigen zu lassen."" Buch ist nicht in Bibliotheken nachgewiesen, Quelle: HAMBURGER ANTIQUARIAT Keip GmbH - Book number: MAP11-56 [http://antiqbook.com/boox/ham/MAP11-56.shtml]"
book103,"Trauer-Gedicht auf den Tod Ihrer Majestät der hochverewigten regierenden Königin Luise Auguste Wilhelmine Amalia, Gemahlin Seiner Majestät Friedrich Wilhelm des Dritten, regierenden Königs von Preuβen","קול בוכים

Trauer-Gedicht auf den Tod Ihrer Majestät der hochverewigten regierenden Königin Luise Auguste Wilhelmine Amalia, Gemahlin Seiner Majestät Friedrich Wilhelm des Dritten, regierenden Königs von Preuβen","Ḳol bokhim

Trauer-Gedicht auf den Tod Ihrer Majestät der hochverewigten regierenden Königin Luise Auguste Wilhelmine Amalia, Gemahlin Seiner Majestät Friedrich Wilhelm des Dritten, regierenden Königs von Preuβen",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaedicke - האחים,תקע,תקע,,Berlin,modern,,,,,,,,,,,,bilingual,"German,Hebrew",,right,parallel,,,"square with no punctuation,square with punctuation,Gothic",FALSE,,FALSE,,FALSE,,[13] עמ',19,12,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,"Poems, Elegies",,,"Mourning,Patriotism",,"general Jewish,general non-Jewish",,,,,,,,,,,,,,,S 57 A 1918,,,,,,,,,,,,,,לאומית S 57 A 1918,,"טק:

יש לנו צילום של הספר

IUL

ספרייה לאומית: S 57 A 1918


Bibliography of the Hebrew Book:

שיר.

שער נוסף: ... Auguste Luise Tod den auf Trauer-Gedicht

Wilhelmine Amalia, Gemahlin Seiner Majestaet Friedrich Wilhelm des Dritten, regierenden Koenigs von Preussen von Elasar Lesczinski...

עברית וגרמנית, עמוד מול עמוד.  

Additional Personal Name לואיזע אויגוסטע ווילהעלמינע מפרוסיה

פרידריך ווילהעלם השלישי מפרוסיה

עברית

גרמנית"
book104,Trauerrede über das Ableben des weisesten Monarchen ... Friedrich des Zweiten,"מספד

Trauerrede über das Ableben des weisesten Monarchen Sr. Königl. Majestät unsers Allerdurchl. Großmächtigsten und Allergnädigsten Fürsten und Herrn Friedrich des Zweiten glorreichen Andenkens, welche den 17ten Ellul des 5546 Jahres (den 10. Sept. 1786) von der Israelitischen Gemeinde zu Berlin gehalten worden ist","Misped

Trauerrede über das Ableben des weisesten Monarchen Sr. Königl. Majestät unsers Allerdurchl. Großmächtigsten und Allergnädigsten Fürsten und Herrn Friedrich des Zweiten glorreichen Andenkens, welche den 17ten Ellul des 5546 Jahres (den 10. Sept. 1786) von der Israelitischen Gemeinde zu Berlin gehalten worden ist",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"פרקי אבות

תנ""ך


משולבים ציטוטים רבים מן המקורות. ישנם במיוחד ציטוטים רבים המתייחסים למלכי ישראל.
הטקסט כולו פותח בציטוט מתוך פרקי אבות.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orientalische Buchdruckerei - חברת חנוך נערים,תקמו,תקמו,1786,Berlin,modern,,,,,,,"נוסח כתיבת התאריך: התאריך שמופיע בשער (""י""ז לחדש אלול שנת תקו""ם"", 10.9.1786), הינו ה<ins>תאריך שבו נישא נאום זה</ins>.",1,,וינוגרד,,bilingual,"German,Hebrew",,left,parallel,,,"square with no punctuation,Gothic",FALSE,,FALSE,,FALSE,,63,18,11,FALSE,,,,"<ins>טקסט דו לשוני</ins>:
הטקסט בעברית הוא נאום מהתקופה, שתורגם על ידי בן דוד לגרמנית.

<ins>טיפוגרפיה</ins>: 
הטקסט המקורי בעברית והתרגום לגרמנית הודפסו עמוד מול עמוד.",TRUE,"אמנם תחילה אין פניה ישירה למלך החדש, אך בהמשך עולה ישנה <ins>פניה עקיפה</ins>. לקראת סוף הנאום, כותב וייזל (כשהוא משווה, כפי שעשה לכל אורך הספר, בין מלכות ישראל למלכותו של המלך בתקופתו): ""...כמו שכתוב וגם ישב שלמה על כסא מלוכה, וגם באו עבדי המלך לברך את אדונינו המלך דוד לאמר ייטב אלהיך את שם שלמה משמך, ויגדל את כסאו מכסאך, וישתחו המלך על המשכב (מ""א א' מ""ו מ""ז). וככה נאמר אנחנו ייטיב אלהים את שם אדונינו המלך פרידריך ווילהעלם יר""ה משם המלך דודו שהלך לעולמו, ויגדל את כסאו מכסא המלך המת"". (הקבלה זו אינה מועברת בתרגום הגרמני.)
שתי הפסקאות האחרונות בסיום הספר <ins>פונות במפורש אל המלך החדש</ins>: ""אשריך ווילהעלם מלכנו, כי מלבד מורא כבודך אשר אנו חייבים לך, שלחה גם אהבתך פארותיה בלבנו. זאת נחלת הולך תמים וזאת פרי צדקתו. / וצדקתך זאת תמלא לבבינו תקוה טובה, כי תנהלנו בטובך כאשר תנהל כל יושבי ארצך, כי מלך חכם אתה, וידעת כי אל אחד בראנו ואב אחד לכלנו, והוא ישפות שלום על כל מעשה ידיו. אמן:""
מוזכרת גם אלמנתו של המלך, וכן המלכה החדשה.",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,,Speech,"נאום הספד זה נישא, לפי הכותרת, בפני חברי הקהילה היהודית של ברלין, לאחר מותו של פרידריך הגדול.","Central historical figures,Morals,Mourning,Patriotism","וייזל מנתח <ins>תכונות אנושיות</ins>, את אופיים של בני אדם שונים, ומשווה מידות מבחינת ערכן <ins>המוסרי</ins>. הוא מתבונן ב""חדרי נפש האדם וכחותי' הרבים"" (עמ' 22), ומנתח ""מה הן המדות הפרטיות המיוחדות ביותר למושל באדם, ושהמלך צריך להתנהג בהן"" (שם).

הוא משבח את המלך פרידריך השני על כך ששילב גבורה עם ידע, והדגיש את מאמציו של המלך לרכוש השכלה: הוא ""השתעשע להתהלך לרוח שכלו הטוב בגן החכמה, לאסוף פרי דברי תבונות"" (עמ' 18).
וייזל עוסק גם בתכונות מלכי ישראל הראשונים ומה ציוה להם ה'.","general Jewish,general non-Jewish","הטקסט הינו נאום הספד שנישא בפני חברי הקהילה היהודית.
אין פניה מפורשת בספר (שאף איננו כולל הקדמה), אך בתוך הטקסט, שנכתב כנאום, ישנה מדי פעם פניה ל""אחי וריעי"" (ובתרגום לגרמנית:
Lieben Brüder
משתי הפסקאות שחותמות את הספר (הפונות ישירות אל המלך החדש), ניתן להסיק כי אולי נאום זה היה מיועד בעיקר אל המלך החדש, וייתכן כי היה זה נסיון ""להטיף לו מוסר"", ולהדגיש בפניו אילו תכונות ראוי שיגלה כמלך ומושל.",,,,,,,,,,,,,,S 23V6525,,,,,,,,,,,http://digital.slub-dresden.de/werkansicht/dlf/16103/1/cache.off,,,הספריה הלאומית: S 23V6525,,
book105,Ueber Moses Mendelsohns Tod,Ueber Moses Mendelsohns Tod,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Stahel,1786,,,"Vienna,Leipzig",modern,,,,,,,,,,,,bilingual,"German,Hebrew",,left,"consecutive,parallel",,,"square with no punctuation,Gothic",TRUE,,FALSE,,FALSE,,99,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Biography,Personal writing,,"Death,Important personalities in culture",,general - unspecified,,,,,,,,,,,,,,,MIC 666,,,,MP 989,,,,,,,http://reader.digitale-sammlungen.de/resolve/display/bsb10915444.html,מיקרופיש של העוק שנמצא ברוזנתליאנה באמסטרדם,,JNUL: MIC 666,,"AK: Eichstädt - 1938 - S. 12, Nr. 138; UB Frankfurt/Main: MP 989; Darin: Hoechheimer, Empfindungen über Moses Mendelssohns Tod"
book106,Ueber die Religion der Ebräer vor Moses,Ueber die Religion der Ebräer vor Moses,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hitzig,,,1812,Berlin,modern,,,,,,,,,,,,monolingual,German,"Latin,Hebrew",left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,51,19.9,12,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Essay,"Polemics, Scientific literature",,Bible,,general - unspecified,,,,,,,,,,,,,,,22 V2080,,,,,,,,,,,,,,SL: JNUL: 22 V2080,,AK: SBBPK: Bm 3450
book107,Ueber die Verbesserung des Judenthums,Ueber die Verbesserung des Judenthums,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,,,,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,30 ע' כולל שער,,,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,"בשער הספר רשום:
zu finden auf den juedischen Universitaeten zu Frankfurt am Main, Fuerth und Prag",,,,מודל: הבעת דעה,Emancipation,"בתחילת החיבור מציג המחבר 5 שאלות שקשורות לשיפור מעמדם של היהודים במדינה, ומבקש לענות עליהן. השאלות: האם זה מתפקידה של המדינה לשפר את מצבם של היהודים, האם הדבר יועיל למדינה, באילו אמצעים ניתן לעשות זאת, האם יש להשתמש באמצעי כפייה, האם זכות האזרחות מגיעה רק לחלקו הנאור של העם היהודי.","general Jewish,general non-Jewish,political authorities",,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11009429-1,,"Manfred Treml, ""Elkan Henle (1761-1833), ein Vorkämpfer für die Judenemanzipation"", in: Manfred Treml und Wolf Weigand (Hg.), Geschichte und Kultur der Juden in Bayern, 1988, pp. 59-62.",http://mdz1.bib-bvb.de/~db/bsb00001295/images/,"Babinger, Franz:      Elkan Henle, 1761-1833. Ein Beitr. zu[!] Geschichte der Judenverselbständigung in Bayern, in: MGWJ,  Jg. 62.  [N.F. 26,1918].","נטלי:
הספר עבר מאנדראס:
AK: Eichstädt - 1938 - S. 27, Nr. 328.
Exemplar: BSB München, Jud 22 lx.
Digitale Kopie im Internet: http://mdz1.bib-bvb.de/~db/bsb00001295/images/

Vgl. Babinger, Franz:      Elkan Henle, 1761-1833. Ein Beitr. zu[!] Geschichte der Judenverselbständigung in Bayern, in: MGWJ,  Jg. 62.  [N.F. 26,1918]."
book108,Ueber die Verfassung der Juden im Königreiche Baiern und die Verbesserung derselben zum Nutzen des Staats,Ueber die Verfassung der Juden im Königreiche Baiern und die Verbesserung derselben zum Nutzen des Staats,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hübschmann,1811,,,Munich,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,TRUE,,FALSE,,FALSE,,52,17.5,10.6,FALSE,,,,,FALSE,,FALSE,,FALSE,,TRUE,"Graf Maximilian Joseph von Monteglas gewidmet, bayerischer Außen- und Innenminister",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Manifesto,,,Emancipation,,general - unspecified,,,,,,,,,,,,,,,S 56 B63,,,,,,,,,,,,,,SL: JNUL: S 56 B63,,"AK: UB Tübiungen: Fo XVIII 71-OR  

VGl: Babinger, Franz: Elkan Henle, 1761 - 1833. — In: Monatsschrift für Geschichte und Wissenschaft des Judentums, Jg 62 (1918) Nr 3, S. 223-230.

Eichstädt -1938 - S. 44, Nr. 528"
book109,Ueber die bürgerliche Verbesserung der Juden,"Ueber die bürgerliche Verbesserung der Juden: von Wolf Davidson, der Arzeneigelahrtheit Doktor",,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernst Felisch,1798,,1798,Berlin,modern,,,,,,,"בעמוד השער רשום: 
Bei Ernst Felisch
בסוף הספר רשום:
Gedruckt bei Müller und Mylius",,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,"viii p, 119 p",15,9,FALSE,,,,,FALSE,,FALSE,,FALSE,,TRUE,"אחרי עמוד השער:
Seiner königlichen Majestät Friedrich Wilhelm III. in tiefster Unterthänigkeit gewidmet von dem Verfasser.",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Polemics,,הספר נכתב כהגנה על הענקת זכויות אזרח ליהודים.,"Emancipation,Gender,Patriotism,Productivity,Professions and occupations,Religious tolerance/ intolerance",,"general Jewish,general non-Jewish,political authorities","את ספרו מקדיש דוידסון אל השליט וברור שפונה אליו בחיבורו. הוא גם פונה אל הקהל הלא יהודי הרחב. אך דומה כי גם אל היהודים, בתקווה לתקנם. הוא מדבר כביכול בשם 'היהודים' - בלשון 'אנחנו'.",,,,,,,,,,,,,,S 22 V 14296,,,,urn:nbn:de:hebis:30-180010649005,,,,,,,http://sammlungen.ub.uni-frankfurt.de/freimann/content/titleinfo/284,,,,,"הספר עבר מאנדראס. הוא רשם:

AK: UB Frankfurt: MP 1095"
book110,"Ueber die, durch die neue Organisation der Judenschaften in den Preußischen Staaten nothwendig gewordene, Umbildung","Ueber die, durch die neue Organisation der Judenschaften in den Preußischen Staaten nothwendig gewordene, Umbildung: 1) ihres Gottesdienstes in den Synagogen, 2) ihrer Unterrichts-Anstalten, und deren Lehrgegenstände, und 3) ihres Erziehungs-Wesens überhaupt. Ein Wort zu seiner Zeit",,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilhelm Dieterici,1812,,1812,Berlin,modern,,,,,,,,,,,,monolingual,German,,left,consecutive,German,bottom of pages,Gothic,FALSE,,FALSE,,FALSE,,48,16,8,FALSE,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Manifesto,,,"Emancipation,Religious rites",,general - unspecified,,,,,,,,,,,,,,,,,,,urn:nbn:de:hebis:30-180012065009,,,,,,,http://sammlungen.ub.uni-frankfurt.de/urn/urn:nbn:de:hebis:30-180012065009,,"Ritter 1861, Kap. X.",UB Tübingen: Fo XVIII 67-OR,,
